0,1,2,3
10430,DB00475,DB01069,1
10431,DB00475,DB01080,1
10432,DB00475,DB01081,1
10433,DB00475,DB01100,1
10434,DB00475,DB01106,1
10435,DB00475,DB01114,1
10436,DB00475,DB01156,-1
10437,DB00475,DB01173,1
10438,DB00475,DB01175,1
10439,DB00475,DB01176,1
10440,DB00475,DB01189,1
10441,DB00475,DB01192,1
10442,DB00475,DB01198,1
10443,DB00475,DB01202,1
10444,DB00475,DB01215,1
10447,DB00475,DB01223,-1
10448,DB00475,DB01224,1
10449,DB00475,DB01235,1
10450,DB00475,DB01236,1
10451,DB00475,DB01238,1
10452,DB00475,DB01239,1
10453,DB00475,DB01267,1
10456,DB00475,DB01544,1
10457,DB00475,DB01545,1
10458,DB00475,DB01551,1
10459,DB00475,DB01558,1
10460,DB00475,DB01563,1
10461,DB00475,DB01588,1
10462,DB00475,DB01589,1
10463,DB00475,DB01595,1
10464,DB00475,DB01623,1
10465,DB00475,DB02665,1
10466,DB00475,DB02703,1
10467,DB00475,DB04844,1
10470,DB00475,DB06700,1
10471,DB00479,DB00202,1
10472,DB00479,DB00210,-1
10473,DB00479,DB00214,1
10474,DB00479,DB00244,-1
10475,DB00479,DB00300,1
10476,DB00479,DB00301,-1
10477,DB00479,DB00319,-1
10478,DB00479,DB00399,1
10481,DB00479,DB00465,-1
10484,DB00479,DB00529,1
10485,DB00479,DB00533,-1
10486,DB00479,DB00565,1
10487,DB00479,DB00580,-1
10488,DB00479,DB00605,-1
10489,DB00479,DB00607,-1
10490,DB00479,DB00630,1
10491,DB00479,DB00681,1
10492,DB00479,DB00695,1
10493,DB00479,DB00710,1
10494,DB00479,DB00712,-1
10495,DB00479,DB00713,-1
10496,DB00479,DB00720,1
10497,DB00479,DB00732,1
10498,DB00479,DB00742,1
10501,DB00479,DB00784,-1
10502,DB00479,DB00795,-1
10503,DB00479,DB00861,-1
10506,DB00479,DB00958,1
10507,DB00479,DB00991,-1
10508,DB00479,DB01009,-1
10511,DB00479,DB01053,-1
10512,DB00479,DB01060,-1
10513,DB00479,DB01077,1
10514,DB00479,DB01147,-1
10515,DB00479,DB01250,-1
10516,DB00479,DB01337,1
10519,DB00479,DB01600,-1
10520,DB00479,DB01607,-1
10521,DB00479,DB01628,-1
10524,DB00479,DB04817,-1
10527,DB00481,DB00375,-1
10528,DB00481,DB00451,-1
10529,DB00481,DB00607,-1
10532,DB00481,DB02703,1
10533,DB00485,DB00393,-1
10534,DB00485,DB00445,-1
10535,DB00485,DB00479,-1
10536,DB00485,DB00684,-1
10537,DB00485,DB00798,-1
10540,DB00485,DB01082,-1
10541,DB00485,DB01172,-1
10542,DB00485,DB01177,-1
10543,DB00485,DB01238,-1
10544,DB00489,DB00177,1
10545,DB00489,DB00178,1
10546,DB00489,DB00184,1
10547,DB00489,DB00185,1
10548,DB00489,DB00204,1
10551,DB00489,DB00214,1
10552,DB00489,DB00218,1
10555,DB00489,DB00261,1
10556,DB00489,DB00275,1
10557,DB00489,DB00277,-1
10558,DB00489,DB00292,1
10559,DB00489,DB00297,1
10560,DB00489,DB00310,1
10561,DB00489,DB00346,1
10562,DB00489,DB00350,1
10563,DB00489,DB00358,1
10564,DB00489,DB00363,1
10567,DB00489,DB00374,1
10568,DB00489,DB00381,1
10569,DB00489,DB00384,1
10570,DB00489,DB00393,1
10571,DB00489,DB00401,1
10572,DB00489,DB00421,1
10575,DB00489,DB00450,1
10576,DB00489,DB00461,-1
10577,DB00489,DB00465,-1
10578,DB00489,DB00492,1
10579,DB00489,DB00519,1
10580,DB00489,DB00521,1
10583,DB00489,DB00533,-1
10584,DB00489,DB00539,1
10585,DB00489,DB00542,1
10586,DB00489,DB00543,1
10587,DB00489,DB00545,1
10588,DB00489,DB00556,1
10589,DB00489,DB00557,1
10590,DB00489,DB00575,1
10591,DB00489,DB00580,-1
10592,DB00489,DB00590,1
10593,DB00489,DB00599,1
10594,DB00489,DB00604,1
10595,DB00489,DB00605,-1
10596,DB00489,DB00612,1
10597,DB00489,DB00623,1
10598,DB00489,DB00633,1
10599,DB00489,DB00651,-1
10600,DB00489,DB00656,1
10601,DB00489,DB00668,-1
10602,DB00489,DB00672,1
10603,DB00489,DB00674,1
10604,DB00489,DB00679,1
10607,DB00489,DB00700,1
10608,DB00489,DB00708,1
10609,DB00489,DB00710,1
10610,DB00489,DB00712,-1
10613,DB00489,DB00738,1
10614,DB00489,DB00742,1
10615,DB00489,DB00744,-1
10616,DB00489,DB00749,-1
10617,DB00489,DB00753,1
10618,DB00489,DB00757,1
10619,DB00489,DB00784,-1
10620,DB00489,DB00795,-1
10621,DB00489,DB00796,1
10622,DB00489,DB00808,1
10623,DB00489,DB00816,-1
10624,DB00489,DB00818,1
10625,DB00489,DB00819,1
10626,DB00489,DB00831,1
10627,DB00489,DB00841,-1
10628,DB00489,DB00843,1
10629,DB00489,DB00850,1
10630,DB00489,DB00852,1
10631,DB00489,DB00861,-1
10632,DB00489,DB00862,1
10635,DB00489,DB00883,1
10636,DB00489,DB00887,1
10637,DB00489,DB00889,1
10638,DB00489,DB00915,1
10639,DB00489,DB00927,1
10640,DB00489,DB00934,1
10641,DB00489,DB00935,1
10642,DB00489,DB00938,-1
10643,DB00489,DB00949,1
10644,DB00489,DB00960,1
10645,DB00489,DB00961,1
10646,DB00489,DB00966,1
10647,DB00489,DB00968,1
10648,DB00489,DB00983,-1
10649,DB00489,DB00989,1
10650,DB00489,DB00991,-1
10651,DB00489,DB00999,1
10652,DB00489,DB01001,-1
10653,DB00489,DB01009,-1
10654,DB00489,DB01014,-1
10655,DB00489,DB01016,1
10656,DB00489,DB01018,1
10657,DB00489,DB01019,1
10658,DB00489,DB01020,1
10659,DB00489,DB01024,-1
10660,DB00489,DB01029,1
10661,DB00489,DB01036,1
10662,DB00489,DB01043,1
10663,DB00489,DB01059,1
10664,DB00489,DB01067,1
10665,DB00489,DB01069,1
10666,DB00489,DB01085,1
10667,DB00489,DB01100,1
10668,DB00489,DB01120,1
10669,DB00489,DB01155,1
10670,DB00489,DB01162,1
10671,DB00489,DB01165,1
10672,DB00489,DB01175,1
10673,DB00489,DB01182,1
10674,DB00489,DB01184,1
10677,DB00489,DB01193,1
10678,DB00489,DB01195,1
10679,DB00489,DB01203,1
10684,DB00489,DB01235,1
10685,DB00489,DB01236,1
10686,DB00489,DB01238,1
10687,DB00489,DB01250,-1
10688,DB00489,DB01251,1
10689,DB00489,DB01259,1
10690,DB00489,DB01267,1
10691,DB00489,DB01273,1
10692,DB00489,DB01274,-1
10693,DB00489,DB01275,1
10698,DB00489,DB01396,1
10699,DB00489,DB01399,-1
10700,DB00489,DB01400,1
10703,DB00489,DB01600,-1
10704,DB00489,DB01611,-1
10705,DB00489,DB01623,1
10706,DB00489,DB01628,-1
10707,DB00489,DB02546,1
10708,DB00489,DB04743,-1
10709,DB00489,DB04817,-1
10710,DB00489,DB04844,1
10711,DB00489,DB04861,1
10712,DB00489,DB06262,-1
10713,DB00489,DB06694,1
10714,DB00489,DB06700,1
10715,DB00489,DB06802,-1
10716,DB00489,DB07615,-1
10717,DB00490,DB00181,1
10718,DB00490,DB00186,1
10719,DB00490,DB00216,1
10720,DB00490,DB00230,1
10721,DB00490,DB00231,1
10722,DB00490,DB00241,1
10723,DB00490,DB00248,1
10724,DB00490,DB00251,-1
10725,DB00490,DB00255,1
10726,DB00490,DB00273,1
10727,DB00490,DB00292,1
10728,DB00490,DB00296,1
10729,DB00490,DB00297,1
10730,DB00490,DB00313,1
10731,DB00490,DB00315,1
10732,DB00490,DB00323,1
10733,DB00490,DB00327,1
10734,DB00490,DB00341,1
10735,DB00490,DB00356,1
10738,DB00490,DB00366,1
10739,DB00490,DB00371,1
10740,DB00490,DB00373,1
10741,DB00490,DB00377,1
10742,DB00490,DB00391,1
10745,DB00490,DB00408,1
10746,DB00490,DB00413,1
10747,DB00490,DB00423,1
10748,DB00490,DB00425,1
10753,DB00490,DB00450,1
10756,DB00490,DB00470,1
10757,DB00490,DB00475,1
10758,DB00490,DB00494,1
10759,DB00490,DB00497,1
10760,DB00490,DB00514,1
10761,DB00490,DB00523,1
10762,DB00490,DB00530,1
10763,DB00490,DB00539,1
10764,DB00490,DB00543,1
10765,DB00490,DB00555,1
10766,DB00490,DB00557,1
10767,DB00490,DB00575,1
10768,DB00490,DB00593,1
10769,DB00490,DB00599,1
10770,DB00490,DB00601,1
10771,DB00490,DB00607,-1
10772,DB00490,DB00611,1
10773,DB00490,DB00623,1
10774,DB00490,DB00628,1
10777,DB00490,DB00648,-1
10782,DB00490,DB00679,-1
10783,DB00490,DB00681,-1
10786,DB00490,DB00708,1
10787,DB00490,DB00709,1
10788,DB00490,DB00737,1
10789,DB00490,DB00738,-1
10790,DB00490,DB00742,1
10791,DB00490,DB00745,-1
10792,DB00490,DB00747,1
10793,DB00490,DB00751,1
10794,DB00490,DB00753,1
10795,DB00490,DB00757,1
10798,DB00490,DB00783,1
10799,DB00490,DB00802,1
10800,DB00490,DB00813,1
10803,DB00490,DB00831,1
10804,DB00490,DB00842,1
10805,DB00490,DB00844,1
10806,DB00490,DB00850,1
10807,DB00490,DB00882,1
10808,DB00490,DB00889,1
10809,DB00490,DB00906,1
10810,DB00490,DB00909,1
10813,DB00490,DB00934,1
10816,DB00490,DB00953,1
10817,DB00490,DB00961,1
10818,DB00490,DB00962,1
10819,DB00490,DB00967,1
10820,DB00490,DB00973,1
10821,DB00490,DB00977,1
10822,DB00490,DB00980,1
10823,DB00490,DB00985,1
10824,DB00490,DB00996,1
10827,DB00490,DB01007,-1
10832,DB00490,DB01065,1
10833,DB00490,DB01068,1
10836,DB00490,DB01081,1
10837,DB00490,DB01099,-1
10838,DB00490,DB01100,1
10839,DB00490,DB01106,1
10840,DB00490,DB01114,1
10841,DB00490,DB01127,-1
10842,DB00490,DB01141,-1
10843,DB00490,DB01156,-1
10844,DB00490,DB01168,1
10845,DB00490,DB01171,1
10846,DB00490,DB01173,1
10847,DB00490,DB01175,1
10848,DB00490,DB01176,1
10849,DB00490,DB01183,1
10854,DB00490,DB01193,1
10855,DB00490,DB01198,1
10856,DB00490,DB01202,1
10857,DB00490,DB01203,1
10858,DB00490,DB01215,1
10861,DB00490,DB01224,1
10864,DB00490,DB01236,1
10865,DB00490,DB01238,1
10866,DB00490,DB01239,1
10867,DB00490,DB01261,1
10868,DB00490,DB01267,1
10869,DB00490,DB01367,1
10870,DB00490,DB01394,1
10871,DB00490,DB01396,1
10872,DB00490,DB01440,1
10873,DB00490,DB01452,1
10874,DB00490,DB01544,1
10875,DB00490,DB01545,1
10876,DB00490,DB01551,1
10877,DB00490,DB01558,1
10878,DB00490,DB01563,1
10879,DB00490,DB01588,1
10880,DB00490,DB01589,1
10881,DB00490,DB01590,1
10884,DB00490,DB01623,1
10885,DB00490,DB02665,1
10886,DB00490,DB02703,1
10887,DB00490,DB04844,1
10890,DB00490,DB06700,1
10891,DB00491,DB00214,-1
10892,DB00491,DB00218,1
10895,DB00491,DB00304,-1
10896,DB00491,DB00310,-1
10897,DB00491,DB00351,-1
10900,DB00491,DB00436,-1
10901,DB00491,DB00524,-1
10902,DB00491,DB00603,-1
10903,DB00491,DB00621,1
10904,DB00491,DB00624,1
10907,DB00491,DB00672,1
10910,DB00491,DB00717,-1
10911,DB00491,DB00731,1
10912,DB00491,DB00738,1
10913,DB00491,DB00780,1
10914,DB00491,DB00783,-1
10915,DB00491,DB00808,-1
10916,DB00491,DB00861,1
10917,DB00491,DB00880,-1
10918,DB00491,DB00887,-1
10919,DB00491,DB00977,-1
10920,DB00491,DB00999,-1
10921,DB00491,DB01016,1
10922,DB00491,DB01021,-1
10923,DB00491,DB01037,1
10924,DB00491,DB01044,1
10925,DB00491,DB01059,1
10928,DB00491,DB01155,1
10929,DB00491,DB01165,1
10932,DB00491,DB01224,-1
10933,DB00491,DB01238,-1
10934,DB00491,DB01267,-1
10935,DB00491,DB01367,1
10938,DB00491,DB01590,-1
10939,DB00491,DB02546,-1
10942,DB00491,DB06700,1
10943,DB00491,DB06710,1
10944,DB00492,DB00177,1
10945,DB00492,DB00178,1
10946,DB00492,DB00210,1
10947,DB00492,DB00214,1
10948,DB00492,DB00230,1
10949,DB00492,DB00244,-1
10950,DB00492,DB00248,1
10951,DB00492,DB00275,1
10952,DB00492,DB00277,-1
10953,DB00492,DB00310,1
10954,DB00492,DB00313,-1
10955,DB00492,DB00346,1
10956,DB00492,DB00350,1
10957,DB00492,DB00373,1
10958,DB00492,DB00374,1
10959,DB00492,DB00381,1
10960,DB00492,DB00384,1
10961,DB00492,DB00393,1
10962,DB00492,DB00401,1
10963,DB00492,DB00421,1
10964,DB00492,DB00422,-1
10965,DB00492,DB00436,1
10966,DB00492,DB00437,1
10967,DB00492,DB00454,1
10968,DB00492,DB00461,1
10969,DB00492,DB00465,1
10970,DB00492,DB00489,1
10971,DB00492,DB00519,1
10972,DB00492,DB00521,1
10973,DB00492,DB00524,1
10974,DB00492,DB00528,1
10975,DB00492,DB00531,1
10976,DB00492,DB00533,1
10977,DB00492,DB00542,1
10978,DB00492,DB00575,1
10979,DB00492,DB00580,1
10980,DB00492,DB00590,1
10981,DB00492,DB00599,1
10982,DB00492,DB00604,1
10985,DB00492,DB00633,1
10986,DB00492,DB00651,-1
10987,DB00492,DB00654,1
10988,DB00492,DB00695,1
10989,DB00492,DB00697,1
10990,DB00492,DB00700,1
10993,DB00492,DB00742,1
10994,DB00492,DB00744,1
10995,DB00492,DB00749,1
10996,DB00492,DB00780,1
10997,DB00492,DB00784,1
10998,DB00492,DB00795,1
10999,DB00492,DB00796,1
11000,DB00492,DB00806,1
11003,DB00492,DB00820,1
11004,DB00492,DB00861,-1
11007,DB00492,DB00880,1
11010,DB00492,DB00960,1
11011,DB00492,DB00966,1
11012,DB00492,DB00968,1
11013,DB00492,DB00991,1
11014,DB00492,DB00993,1
11015,DB00492,DB00999,1
11016,DB00492,DB01009,1
11017,DB00492,DB01014,1
11018,DB00492,DB01018,1
11021,DB00492,DB01024,1
11022,DB00492,DB01029,1
11023,DB00492,DB01037,1
11024,DB00492,DB01048,-1
11027,DB00492,DB01143,1
11028,DB00492,DB01162,1
11029,DB00492,DB01171,1
11030,DB00492,DB01193,1
11031,DB00492,DB01203,1
11032,DB00492,DB01210,1
11033,DB00492,DB01223,-1
11036,DB00492,DB01238,1
11039,DB00492,DB01250,1
11040,DB00492,DB01261,1
11041,DB00492,DB01275,1
11042,DB00492,DB01367,1
11043,DB00492,DB01377,-1
11044,DB00492,DB01399,1
11045,DB00492,DB01590,1
11046,DB00492,DB01592,1
11047,DB00492,DB01600,1
11048,DB00492,DB01628,1
11049,DB00492,DB02665,1
11050,DB00492,DB02925,1
11051,DB00492,DB04743,1
11052,DB00492,DB04817,1
11053,DB00492,DB04861,1
11054,DB00492,DB04876,1
11055,DB00492,DB06694,1
11056,DB00492,DB06712,1
11057,DB00492,DB06802,1
11062,DB00494,DB00230,1
11063,DB00494,DB00231,1
11064,DB00494,DB00241,1
11065,DB00494,DB00255,-1
11066,DB00494,DB00273,1
11067,DB00494,DB00292,1
11068,DB00494,DB00296,1
11069,DB00494,DB00297,1
11070,DB00494,DB00313,1
11071,DB00494,DB00323,1
11072,DB00494,DB00327,1
11073,DB00494,DB00341,1
11074,DB00494,DB00356,1
11075,DB00494,DB00363,1
11076,DB00494,DB00366,1
11077,DB00494,DB00371,1
11078,DB00494,DB00391,1
11079,DB00494,DB00395,1
11080,DB00494,DB00402,1
11081,DB00494,DB00408,1
11082,DB00494,DB00413,1
11083,DB00494,DB00423,1
11084,DB00494,DB00425,1
11085,DB00494,DB00427,1
11086,DB00494,DB00433,1
11087,DB00494,DB00434,1
11088,DB00494,DB00450,1
11089,DB00494,DB00454,1
11090,DB00494,DB00455,1
11091,DB00494,DB00470,1
11092,DB00494,DB00475,1
11093,DB00494,DB00490,1
11094,DB00494,DB00497,1
11095,DB00494,DB00543,1
11096,DB00494,DB00555,1
11099,DB00494,DB00593,1
11100,DB00494,DB00599,1
11101,DB00494,DB00611,1
11102,DB00494,DB00623,1
11103,DB00494,DB00628,1
11104,DB00494,DB00633,1
11105,DB00494,DB00647,1
11106,DB00494,DB00652,1
11107,DB00494,DB00656,1
11108,DB00494,DB00660,1
11109,DB00494,DB00679,1
11110,DB00494,DB00690,1
11111,DB00494,DB00697,1
11112,DB00494,DB00708,1
11113,DB00494,DB00737,1
11114,DB00494,DB00747,1
11115,DB00494,DB00753,1
11116,DB00494,DB00780,1
11117,DB00494,DB00802,1
11118,DB00494,DB00813,1
11119,DB00494,DB00818,1
11120,DB00494,DB00829,1
11121,DB00494,DB00831,1
11122,DB00494,DB00841,-1
11123,DB00494,DB00842,1
11124,DB00494,DB00844,1
11125,DB00494,DB00850,1
11126,DB00494,DB00906,1
11127,DB00494,DB00909,1
11128,DB00494,DB00921,1
11129,DB00494,DB00934,1
11130,DB00494,DB00949,1
11131,DB00494,DB00961,1
11132,DB00494,DB00962,1
11133,DB00494,DB00967,1
11134,DB00494,DB00968,-1
11135,DB00494,DB00980,1
11136,DB00494,DB00985,1
11137,DB00494,DB00988,-1
11140,DB00494,DB01018,1
11141,DB00494,DB01037,1
11142,DB00494,DB01041,1
11143,DB00494,DB01065,1
11144,DB00494,DB01068,1
11145,DB00494,DB01069,1
11146,DB00494,DB01080,1
11147,DB00494,DB01081,1
11148,DB00494,DB01100,1
11149,DB00494,DB01106,1
11150,DB00494,DB01114,1
11151,DB00494,DB01141,-1
11152,DB00494,DB01171,1
11153,DB00494,DB01173,1
11154,DB00494,DB01175,1
11155,DB00494,DB01176,1
11156,DB00494,DB01189,1
11159,DB00494,DB01202,1
11160,DB00494,DB01215,1
11161,DB00494,DB01219,1
11164,DB00494,DB01235,1
11165,DB00494,DB01236,1
11166,DB00494,DB01238,1
11167,DB00494,DB01239,1
11168,DB00494,DB01267,1
11169,DB00494,DB01367,1
11170,DB00494,DB01440,1
11171,DB00494,DB01452,1
11172,DB00494,DB01544,1
11173,DB00494,DB01545,1
11174,DB00494,DB01551,1
11177,DB00494,DB01588,1
11178,DB00494,DB01589,1
11179,DB00494,DB01595,1
11180,DB00494,DB01623,1
11183,DB00494,DB05271,1
11184,DB00494,DB06288,1
11185,DB00494,DB06700,1
11186,DB00497,DB00181,1
11187,DB00497,DB00182,1
11190,DB00497,DB00202,1
11191,DB00497,DB00209,1
11192,DB00497,DB00214,1
11193,DB00497,DB00230,1
11194,DB00497,DB00231,1
11195,DB00497,DB00241,1
11196,DB00497,DB00245,1
11197,DB00497,DB00273,1
11198,DB00497,DB00292,1
11199,DB00497,DB00296,1
11200,DB00497,DB00297,1
11201,DB00497,DB00310,1
11202,DB00497,DB00313,1
11203,DB00497,DB00323,1
11206,DB00497,DB00341,1
11207,DB00497,DB00356,1
11208,DB00497,DB00363,-1
11209,DB00497,DB00366,1
11210,DB00497,DB00371,1
11211,DB00497,DB00376,1
11212,DB00497,DB00384,1
11213,DB00497,DB00387,1
11214,DB00497,DB00391,1
11215,DB00497,DB00395,1
11216,DB00497,DB00402,1
11217,DB00497,DB00408,1
11218,DB00497,DB00413,1
11219,DB00497,DB00421,1
11220,DB00497,DB00423,1
11221,DB00497,DB00424,1
11222,DB00497,DB00425,1
11223,DB00497,DB00427,1
11224,DB00497,DB00433,1
11225,DB00497,DB00434,1
11226,DB00497,DB00436,1
11227,DB00497,DB00450,1
11228,DB00497,DB00454,1
11229,DB00497,DB00455,1
11230,DB00497,DB00470,1
11231,DB00497,DB00475,1
11234,DB00497,DB00524,1
11235,DB00497,DB00543,1
11236,DB00497,DB00555,1
11237,DB00497,DB00557,1
11240,DB00497,DB00593,1
11241,DB00497,DB00599,1
11242,DB00497,DB00607,-1
11243,DB00497,DB00611,-1
11244,DB00497,DB00623,1
11245,DB00497,DB00628,1
11246,DB00497,DB00633,1
11247,DB00497,DB00647,1
11248,DB00497,DB00648,-1
11249,DB00497,DB00652,-1
11250,DB00497,DB00656,1
11251,DB00497,DB00660,1
11252,DB00497,DB00670,1
11253,DB00497,DB00679,-1
11254,DB00497,DB00690,1
11255,DB00497,DB00695,1
11256,DB00497,DB00697,1
11259,DB00497,DB00708,1
11260,DB00497,DB00732,1
11261,DB00497,DB00737,1
11262,DB00497,DB00742,1
11263,DB00497,DB00745,-1
11264,DB00497,DB00747,1
11265,DB00497,DB00753,1
11266,DB00497,DB00780,1
11267,DB00497,DB00802,1
11268,DB00497,DB00804,1
11269,DB00497,DB00808,1
11270,DB00497,DB00809,1
11271,DB00497,DB00810,1
11272,DB00497,DB00813,1
11273,DB00497,DB00818,1
11274,DB00497,DB00819,1
11275,DB00497,DB00829,1
11276,DB00497,DB00831,1
11277,DB00497,DB00842,1
11278,DB00497,DB00844,-1
11279,DB00497,DB00850,1
11280,DB00497,DB00880,1
11281,DB00497,DB00887,1
11282,DB00497,DB00906,1
11283,DB00497,DB00909,1
11284,DB00497,DB00921,1
11285,DB00497,DB00934,1
11288,DB00497,DB00962,1
11289,DB00497,DB00967,1
11290,DB00497,DB00979,1
11293,DB00497,DB00986,1
11294,DB00497,DB00996,1
11295,DB00497,DB00999,1
11296,DB00497,DB01002,1
11299,DB00497,DB01036,1
11302,DB00497,DB01062,1
11303,DB00497,DB01065,1
11304,DB00497,DB01068,1
11305,DB00497,DB01069,1
11306,DB00497,DB01080,1
11313,DB00497,DB01173,1
11314,DB00497,DB01175,1
11315,DB00497,DB01176,1
11316,DB00497,DB01189,1
11317,DB00497,DB01192,1
11318,DB00497,DB01198,1
11319,DB00497,DB01202,1
11320,DB00497,DB01215,1
11321,DB00497,DB01219,1
11322,DB00497,DB01221,1
11323,DB00497,DB01224,1
11324,DB00497,DB01235,1
11325,DB00497,DB01236,1
11326,DB00497,DB01238,1
11327,DB00497,DB01239,1
11328,DB00497,DB01267,1
11329,DB00497,DB01337,1
11330,DB00497,DB01367,1
11331,DB00497,DB01440,1
11332,DB00497,DB01452,1
11333,DB00497,DB01454,1
11334,DB00497,DB01544,1
11335,DB00497,DB01545,1
11336,DB00497,DB01551,1
11337,DB00497,DB01558,1
11338,DB00497,DB01563,1
11339,DB00497,DB01576,1
11340,DB00497,DB01577,1
11341,DB00497,DB01588,1
11342,DB00497,DB01589,1
11343,DB00497,DB01595,1
11344,DB00497,DB01623,1
11345,DB00497,DB02665,1
11346,DB00497,DB02703,1
11347,DB00497,DB02925,1
11348,DB00497,DB04844,1
11349,DB00497,DB05271,1
11350,DB00497,DB06288,1
11351,DB00497,DB06700,1
11352,DB00499,DB00213,-1
11353,DB00499,DB00273,-1
11354,DB00499,DB00277,-1
11355,DB00499,DB00300,-1
11356,DB00499,DB00338,-1
11357,DB00499,DB00379,-1
11358,DB00499,DB00435,1
11359,DB00499,DB00446,-1
11360,DB00499,DB00531,1
11363,DB00499,DB00736,-1
11366,DB00499,DB01396,-1
11367,DB00499,DB02703,1
11368,DB00512,DB00202,1
11369,DB00512,DB00210,1
11370,DB00512,DB00244,1
11371,DB00512,DB00319,1
11372,DB00512,DB00375,-1
11373,DB00512,DB00445,1
11374,DB00512,DB00461,1
11375,DB00512,DB00465,1
11376,DB00512,DB00479,1
11377,DB00512,DB00533,1
11378,DB00512,DB00565,1
11379,DB00512,DB00580,1
11380,DB00512,DB00605,1
11383,DB00512,DB00732,1
11386,DB00512,DB00784,1
11387,DB00512,DB00795,1
11388,DB00512,DB00798,1
11391,DB00512,DB01009,1
11392,DB00512,DB01014,1
11393,DB00512,DB01024,1
11394,DB00512,DB01082,1
11395,DB00512,DB01172,1
11396,DB00512,DB01177,1
11399,DB00512,DB01399,1
11400,DB00512,DB01600,1
11401,DB00512,DB01628,1
11402,DB00512,DB04743,1
11403,DB00512,DB04817,1
11404,DB00512,DB06802,1
11405,DB00512,DB07615,1
11406,DB00513,DB00755,1
11407,DB00514,DB00177,-1
11408,DB00514,DB00184,-1
11409,DB00514,DB00213,-1
11410,DB00514,DB00216,1
11411,DB00514,DB00248,1
11412,DB00514,DB00255,1
11413,DB00514,DB00273,-1
11414,DB00514,DB00313,-1
11415,DB00514,DB00315,1
11416,DB00514,DB00338,-1
11421,DB00514,DB00408,1
11422,DB00514,DB00433,1
11423,DB00514,DB00439,1
11424,DB00514,DB00446,-1
11425,DB00514,DB00450,1
11426,DB00514,DB00454,1
11429,DB00514,DB00530,1
11430,DB00514,DB00539,1
11435,DB00514,DB00601,1
11436,DB00514,DB00607,-1
11437,DB00514,DB00623,1
11438,DB00514,DB00648,-1
11439,DB00514,DB00656,1
11440,DB00514,DB00669,1
11441,DB00514,DB00679,1
11442,DB00514,DB00709,1
11443,DB00514,DB00736,-1
11444,DB00514,DB00742,1
11445,DB00514,DB00745,-1
11446,DB00514,DB00751,1
11447,DB00514,DB00757,1
11448,DB00514,DB00758,-1
11449,DB00514,DB00780,1
11450,DB00514,DB00783,1
11451,DB00514,DB00813,1
11452,DB00514,DB00822,-1
11453,DB00514,DB00829,1
11456,DB00514,DB00882,1
11457,DB00514,DB00889,1
11458,DB00514,DB00918,1
11459,DB00514,DB00934,1
11460,DB00514,DB00952,1
11461,DB00514,DB00953,1
11462,DB00514,DB00973,1
11463,DB00514,DB00977,1
11464,DB00514,DB00998,1
11465,DB00514,DB01029,-1
11466,DB00514,DB01030,1
11467,DB00514,DB01037,1
11468,DB00514,DB01043,1
11469,DB00514,DB01069,1
11470,DB00514,DB01095,-1
11471,DB00514,DB01100,1
11472,DB00514,DB01129,-1
11473,DB00514,DB01132,-1
11474,DB00514,DB01156,-1
11475,DB00514,DB01168,1
11476,DB00514,DB01171,1
11477,DB00514,DB01175,1
11478,DB00514,DB01183,1
11479,DB00514,DB01184,1
11480,DB00514,DB01193,1
11481,DB00514,DB01202,1
11482,DB00514,DB01203,1
11483,DB00514,DB01224,1
11484,DB00514,DB01233,1
11485,DB00514,DB01238,1
11486,DB00514,DB01239,1
11487,DB00514,DB01259,-1
11488,DB00514,DB01261,1
11489,DB00514,DB01267,1
11490,DB00514,DB01367,1
11491,DB00514,DB01394,1
11492,DB00514,DB01396,1
11493,DB00514,DB01589,1
11494,DB00514,DB01590,1
11495,DB00514,DB01608,1
11496,DB00514,DB01623,1
11497,DB00514,DB02665,1
11498,DB00514,DB02703,1
11501,DB00518,DB00216,1
11502,DB00518,DB00255,1
11503,DB00518,DB00277,-1
11504,DB00518,DB00300,-1
11505,DB00518,DB00363,1
11506,DB00518,DB00373,1
11507,DB00518,DB00379,-1
11508,DB00518,DB00439,1
11509,DB00518,DB00523,1
11510,DB00518,DB00530,1
11511,DB00518,DB00531,1
11514,DB00518,DB00575,1
11515,DB00518,DB00607,-1
11516,DB00518,DB00648,-1
11517,DB00518,DB00709,1
11518,DB00518,DB00742,1
11519,DB00518,DB00745,-1
11520,DB00518,DB00751,1
11521,DB00518,DB00758,1
11522,DB00518,DB00783,1
11523,DB00518,DB00829,1
11524,DB00518,DB00882,1
11525,DB00518,DB00973,1
11526,DB00518,DB00977,1
11529,DB00518,DB01184,1
11532,DB00518,DB01203,1
11533,DB00518,DB01224,1
11534,DB00518,DB01261,1
11535,DB00518,DB01394,1
11536,DB00518,DB01396,-1
11537,DB00518,DB01590,1
11538,DB00518,DB01611,-1
11539,DB00518,DB02703,1
11540,DB00519,DB00177,1
11541,DB00519,DB00178,1
11542,DB00519,DB00210,1
11543,DB00519,DB00214,1
11544,DB00519,DB00230,1
11545,DB00519,DB00244,-1
11546,DB00519,DB00248,1
11547,DB00519,DB00275,1
11548,DB00519,DB00277,-1
11549,DB00519,DB00310,1
11550,DB00519,DB00313,-1
11551,DB00519,DB00346,1
11552,DB00519,DB00350,1
11553,DB00519,DB00373,1
11554,DB00519,DB00374,1
11555,DB00519,DB00381,1
11556,DB00519,DB00384,1
