drugbank_id,name,type,groups,atc_codes,categories,inchikey,inchi,description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02938,Heptanoic Acid,small molecule,experimental,,,InChIKey=MNWFXJYAOYHMED-UHFFFAOYSA-N,InChI=1S/C7H14O2/c1-2-3-4-5-6-7(8)9/h2-6H2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02939,[(1e)-4-Phenylbut-1-Enyl]Benzene,small molecule,experimental,,,InChIKey=NJJOGKAVAWZLAU-NTUHNPAUSA-N,InChI=1S/C16H16/c1-3-9-15(10-4-1)13-7-8-14-16-11-5-2-6-12-16/h1-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02940,(4s)-2-[(1e)-1-Aminoprop-1-Enyl]-4,,,,,,,,"11)/b4-2-/t5-/m1/s1	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02941,3-(1-Aminoethyl)Nonanedioic Acid,small molecule,experimental,,,InChIKey=NHQUUILSXUJSSP-RKDXNWHRSA-N,InChI=1S/C11H21NO4/c1-8(12)9(7-11(15)16)5-3-2-4-6-10(13)14/h8-9H,,"9-/m1/s1	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02942,Inositol 1,,,,,,,,15,16)/t1-,2-,3+,4-,5+,"6-	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02943,N-(4-Aminobutanoyl)-S-(4-Methoxybenzyl)-L-Cysteinylglycine,small molecule,experimental,,,InChIKey=OMOPDEZZBQHMGS-CQSZACIVSA-N,InChI=1S/C17H25N3O5S/c1-25-13-6-4-12(5-7-13)10-26-11-14(17(24)19-9-16(22)23)20-15(21)3-2-8-18/h4-7,,20,21)(H,22,"23)/t14-/m1/s1	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02945,L-Iduronic Acid,small molecule,experimental,,,InChIKey=AEMOLEFTQBMNLQ-CLQWQSTFSA-N,InChI=1S/C6H10O7/c7-1-2(8)4(5(10)11)13-6(12)3(1)9/h1-4,,"6+/m1/s1	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02946,Carpropamide,small molecule,experimental,,,InChIKey=RXDMAYSSBPYBFW-PKFCDNJMSA-N,InChI=1S/C15H18Cl3NO/c1-4-14(10(3)15(14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02947,2-Fluoro-2'-Deoxyadenosine,small molecule,experimental,,,InChIKey=ZWPYUXAXLRFWQC-NGJCXOISSA-N,InChI=1S/C10H12FN5O3/c11-10-14-8(12)7-9(15-10)16(3-13-7)6-1-4(18)5(2-17)19-6/h3-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02948,Fosmidomycin,small molecule,experimental,,,InChIKey=GJXWDTUCERCKIX-UHFFFAOYSA-N,InChI=1S/C4H10NO5P/c6-4-5(7)2-1-3-11(8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02949,2-Acetyl-Protoporphyrin Ix,small molecule,experimental,,,InChIKey=JCECKEHNPXVLGS-SJHVGCKASA-N,InChI=1S/C34H34N4O5.Fe/c1-7-21-16(2)26-14-31-34(20(6)39)19(5)27(38-31)12-24-17(3)22(8-10-32(40)41)29(36-24)15-30-23(9-11-33(42)43)18(4)25(37-30)13-28(21)35-26;/h7,,(H,40,41)(H,42,43);/q-4;+4/b24-12-,28-13-,29-15-,31-14-;/t21-,"34-;/m1./s1	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02950,Hymenialdisine,small molecule,experimental,,,InChIKey=QPCBNXNDVYOBIP-WHFBIAKZSA-N,InChI=1S/C11H10BrN5O2/c12-6-3-5-4(7-10(19)17-11(13)16-7)1-2-14-9(18)8(5)15-6/h3-5H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02951,3-Hydroxypyruvic Acid,small molecule,experimental,,,InChIKey=HHDDCCUIIUWNGJ-UHFFFAOYSA-N,InChI=1S/C3H4O4/c4-1-2(5)3(6)7/h4H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02952,Alpha-Aminoisobutyric Acid,small molecule,experimental,,,InChIKey=FUOOLUPWFVMBKG-UHFFFAOYSA-N,InChI=1S/C4H9NO2/c1-4(2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02953,2-Thiomethyl-3-Phenylpropanoic Acid,small molecule,experimental,,,InChIKey=ZUEBVBPVXLQMQR-SECBINFHSA-N,InChI=1S/C10H12O2S/c11-10(12)9(7-13)6-8-4-2-1-3-5-8/h1-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02954,(Carboxyhydroxyamino)Ethanoic Acid,small molecule,experimental,,,InChIKey=LJSQPIOQKDFEKE-UHFFFAOYSA-N,InChI=1S/C3H5NO5/c5-2(6)1-4(9)3(7)8/h9H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02955,Ricinoleic Acid,small molecule,experimental,,,InChIKey=WBHHMMIMDMUBKC-KQPPXVQYSA-N,InChI=1S/C18H34O3/c1-2-3-4-11-14-17(19)15-12-9-7-5-6-8-10-13-16-18(20)21/h9,,20,"21)/b12-9+/t17-/m0/s1	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02956,Pentasulfide-Sulfur,small molecule,experimental,,,InChIKey=FBNHIFPJXGPDIP-UHFFFAOYSA-L,InChI=1S/H2S5/c1-3-5-4-2/h1-2H/p-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02957,Orotidine-5'-Monophosphate,small molecule,experimental,,,InChIKey=KYOBSHFOBAOFBF-ZAKLUEHWSA-N,InChI=1S/C10H13N2O11P/c13-5-1-3(9(16)17)12(10(18)11-5)8-7(15)6(14)4(23-8)2-22-24(19,,11,13,18)(H2,19,20,21)/t4-,6-,7+,"8+/m0/s1	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02958,Selenomethionine Selenoxide,small molecule,experimental,,,InChIKey=KGXZPWNBFWCDRF-CQIZIWTCSA-N,InChI=1S/C5H11NO3Se/c1-10(9)3-2-4(6)5(7)8/h4H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02959,Oxitriptan,small molecule,approved|nutraceutical,N06AX01,Antidepressive Agents,,,,"16)/t9-/m0/s1	5-Hydroxytryptophan (5-HTP)", also known as oxitriptan (INN), is a naturally occurring amino acid and chemical precursor as well as a metabolic intermediate in the biosynthesis of the neurotransmitters serotonin and melatonin from tryptophan. 5-HTP is sold over-the-counter in the United Kingdom, United States and Canada as a dietary supplement for use as an antidepressant, appetite suppressant, and sleep aid, and is also marketed in many European countries for the indication of major depression under trade names like Cincofarm, Levothym, Levotonine, Oxyfan, Telesol, Tript-OH, and Triptum. Several double-blind placebo-controlled clinical trials have demonstrated the effectiveness of 5-HTP in the treatment of depression, though a lack of high quality studies has been noted. More and larger studies are needed to determine if 5-HTP is truly effective in treating depression.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02960,1-Carboxyethylaminomethyl-4-Aminomethylbenzene,small molecule,experimental,,,InChIKey=IHQRRZIPLZXOKB-UHFFFAOYSA-O,InChI=1S/C11H16N2O2/c12-7-9-1-3-10(4-2-9)8-13-6-5-11(14)15/h1-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02961,L-Rhamnose,small molecule,experimental,,,InChIKey=PNNNRSAQSRJVSB-JGWLITMVSA-N,InChI=1S/C6H12O5/c1-3(8)5(10)6(11)4(9)2-7/h2-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02962,Benzimidazole,small molecule,experimental,,,InChIKey=JYZIHLWOWKMNNX-UHFFFAOYSA-N,InChI=1S/C7H5N2/c1-2-4-7-6(3-1)8-5-9-7/h1-5H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02963,(5-Chloropyrazolo[1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02964,8,,,,,,,,15,17)/t2-,3-,4+,5-,"8-/m1/s1	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02965,Ndelta-(N'-Sulphodiaminophosphinyl)-L-Ornithine,small molecule,experimental,,,InChIKey=MDGVOXPIIICZEK-LQMFNZFOSA-N,InChI=1S/C5H15N4O6PS/c6-4(5(10)11)2-1-3-8-16(7,,14,15)(H4,7,8,9,12)/t4-,"16-/m0/s1	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02966,Fluoro-Willardiine,small molecule,experimental,,,InChIKey=DBWPFHJYSTVBCZ-BYPYZUCNSA-N,InChI=1S/C7H8FN3O4/c8-3-1-11(2-4(9)6(13)14)7(15)10-5(3)12/h1,,"15)/t4-/m0/s1	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02967,N-Ethylmaleimide,small molecule,experimental,,,InChIKey=HDFGOPSGAURCEO-UHFFFAOYSA-N,InChI=1S/C6H7NO2/c1-2-7-5(8)3-4-6(7)9/h3-4H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02968,Penicillin G Acyl-Serine,small molecule,experimental,,,InChIKey=USNINKBPBVKHHZ-RZFFKMDDSA-L,InChI=1S/C19H25N3O7S/c1-19(2)14(17(26)27)22-15(30-19)13(18(28)29-9-11(20)16(24)25)21-12(23)8-10-6-4-3-5-7-10/h3-7,,23)(H,24,25)(H,26,27)/p-2/t11-,13-,14+,"15+/m1/s1	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02969,4-Methyl-5-Hydroxyethylthiazole,small molecule,experimental,,,InChIKey=BKAWJIRCKVUVED-UHFFFAOYSA-N,InChI=1S/C6H9NOS/c1-5-6(2-3-8)9-4-7-5/h4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02970,2-Propyl-Aniline,small molecule,experimental,,,InChIKey=WKURVXXDGMYSDP-UHFFFAOYSA-N,InChI=1S/C9H13N/c1-2-5-8-6-3-4-7-9(8)10/h3-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02971,2-Amino-4-(2-Amino-Ethoxy)-Butyric Acid,small molecule,experimental,,,InChIKey=FDDYPVBIHWFLOI-RXMQYKEDSA-N,InChI=1S/C6H14N2O3/c7-2-4-11-3-1-5(8)6(9)10/h5H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02972,1-Benzyl-(R)-Propylamine,small molecule,experimental,,,InChIKey=IOLQWLOHKZENDW-JTQLQIEISA-N,InChI=1S/C10H15N/c1-2-10(11)8-9-6-4-3-5-7-9/h3-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02973,4-(5-Bromo-2-Oxo-2h-Indol-3-Ylazo)-Benzenesulfonamide,small molecule,experimental,,,InChIKey=BWTHJLODYBOEIY-VHEBQXMUSA-N,InChI=1S/C14H9BrN4O3S/c15-8-1-6-12-11(7-8)13(14(20)17-12)19-18-9-2-4-10(5-3-9)23(16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02974,4-(4-Chlorophenyl)Imidazole,small molecule,experimental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02975,Ge2270a,small molecule,experimental,,,InChIKey=JMDULECOHIXMNX-RGTZWTTFSA-N,InChI=1S/C56H55N15O10S6/c1-24(2)39-55-70-42(36(87-55)19-80-5)47(77)59-17-38(73)67-43(44(74)26-10-7-6-8-11-26)54-66-34(23-85-54)52-63-31(20-83-52)41-27(50-64-32(21-82-50)46(76)61-29(16-37(72)58-4)53-69-40(25(3)86-53)48(78)68-39)13-14-28(60-41)51-65-33(22-84-51)49-62-30(18-81-49)56(79)71-15-9-12-35(71)45(57)75/h6-8,,9,12,15-19H2,1-5H3,(H2,57,75)(H,58,72)(H,59,77)(H,61,76)(H,67,73)(H,68,78)/t29-,30+,35+,39-,43-,"44-/m0/s1	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02976,Uridine-5'-Monophosphate 2-Deoxy-2-Fluoro-Galactopyranosyl-Monophosphate Ester,small molecule,experimental,,,InChIKey=NGTCPFGWXMBZEP-IRCXUGDUSA-N,InChI=1S/C15H23FN2O16P2/c16-8-11(23)9(21)5(3-19)32-14(8)33-36(28,,26,27)(H,28,29)(H,17,20,25)/t5-,6+,8-,9-,10+,11-,12-,13-,"14+/m1/s1	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02977,PNU177836,small molecule,experimental,,,InChIKey=WVFJFYADATXBBE-ZKBMQHRLSA-N,InChI=1S/C31H47N3O9/c1-5-6-10-15-32-27(37)23(18-21-13-14-25(42-19-26(35)36)22(16-21)29(39)40)33-28(38)24(17-20-11-8-7-9-12-20)34-30(41)43-31(2,,41H,6-May,10,15,17-19H2,1-4H3,(H,35,36)(H,39,40)/t23-,24-,27-,28+,"30-/m1/s1	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02978,Beta-Hydroxyleucine,small molecule,experimental,,,InChIKey=ZAYJDMWJYCTABM-WHFBIAKZSA-N,InChI=1S/C6H13NO3/c1-3(2)5(8)4(7)6(9)10/h3-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02979,N1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02980,Thymidine-5'-(Dithio)Phosphate,small molecule,experimental,,,InChIKey=KMPXQZWMYQHTNT-GJMOJQLCSA-N,InChI=1S/C10H15N2O6PS2/c1-5-3-12(10(15)11-9(5)14)8-2-6(13)7(18-8)4-17-19(16,,14,15)(H2,16,20,21)/t6-,7+,"8-/m1/s1	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02981,Vitamin B6 Complexed with 2-Amino-Hexanoic Acid,small molecule,experimental,,,InChIKey=NHVFCSUYJRWFNW-GFCCVEGCSA-N,InChI=1S/C14H23N2O7P/c1-3-4-5-12(14(18)19)16-7-11-10(8-23-24(20,,19)(H2,20,21,"22)/t12-/m1/s1	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02982,Bombykol,small molecule,experimental,,,InChIKey=CIVIWCVVOFNUST-YTXTXJHMSA-N,InChI=1S/C16H30O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17/h4-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02983,Para-Mercury-Benzenesulfonic Acid,small molecule,experimental,,,InChIKey=KQAOIKIZSJJTII-UHFFFAOYSA-N,InChI=1S/C6H5O3S.Hg/c7-10(8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02984,4-[3-Methylsulfanylanilino]-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02985,8-Iodo-Guanine,small molecule,experimental,,,InChIKey=SXGFECRAKVVEJT-UHFFFAOYSA-N,InChI=1S/C5H4IN5O/c6-4-8-1-2(9-4)10-5(7)11-3(1)12/h(H4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02986,N-(2-Thienylmethyl)-2,,,,,,,,"13)	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02987,Cysteine-S-Acetamide,small molecule,experimental,,,InChIKey=VFKYKPOTSJWPIU-VKHMYHEASA-N,InChI=1S/C5H10N2O3S/c6-3(5(9)10)1-11-2-4(7)8/h3H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02988,Imino-Tryptophan,small molecule,experimental,,,InChIKey=LKYWXXAVLLVJAS-UHFFFAOYSA-N,InChI=1S/C11H10N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02989,CRA_10972,small molecule,experimental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
