d1,d2,i
DB00690,DB00742,1
DB00690,DB00745,-1
DB00690,DB00747,1
DB00690,DB00751,1
DB00690,DB00753,1
DB00690,DB00758,1
DB00690,DB00783,1
DB00690,DB00802,1
DB00690,DB00813,1
DB00690,DB00818,1
DB00690,DB00829,1
DB00690,DB00831,1
DB00690,DB00842,1
DB00690,DB00844,1
DB00690,DB00850,1
DB00690,DB00882,1
DB00690,DB00906,1
DB00690,DB00909,1
DB00690,DB00921,1
DB00690,DB00934,1
DB00690,DB00949,1
DB00690,DB00961,1
DB00690,DB00962,1
DB00690,DB00967,1
DB00690,DB00973,1
DB00690,DB00977,1
DB00690,DB00980,1
DB00690,DB00985,1
DB00690,DB00996,1
DB00690,DB01002,1
DB00690,DB01018,1
DB00690,DB01030,1
DB00690,DB01041,1
DB00690,DB01065,1
DB00690,DB01068,1
DB00690,DB01069,1
DB00690,DB01080,1
DB00690,DB01081,1
DB00690,DB01100,1
DB00690,DB01106,1
DB00690,DB01114,1
DB00690,DB01173,1
DB00690,DB01175,1
DB00690,DB01176,1
DB00690,DB01183,1
DB00690,DB01184,1
DB00690,DB01189,1
DB00690,DB01192,1
DB00690,DB01193,1
DB00690,DB01198,1
DB00690,DB01202,1
DB00690,DB01203,1
DB00690,DB01215,1
DB00690,DB01219,1
DB00690,DB01221,1
DB00690,DB01223,-1
DB00690,DB01224,1
DB00690,DB01235,1
DB00690,DB01236,1
DB00690,DB01238,1
DB00690,DB01239,1
DB00690,DB01261,1
DB00690,DB01267,1
DB00690,DB01394,1
DB00690,DB01396,1
DB00690,DB01440,1
DB00690,DB01452,1
DB00690,DB01544,1
DB00690,DB01545,1
DB00690,DB01551,1
DB00690,DB01558,1
DB00690,DB01563,1
DB00690,DB01588,1
DB00690,DB01589,1
DB00690,DB01590,1
DB00690,DB01595,1
DB00690,DB01623,1
DB00690,DB02665,1
DB00690,DB02703,1
DB00690,DB04844,1
DB00690,DB05271,1
DB00690,DB06288,1
DB00690,DB06700,1
DB00695,DB00177,1
DB00695,DB00178,1
DB00695,DB00180,1
DB00695,DB00202,-1
DB00695,DB00204,1
DB00695,DB00210,-1
DB00695,DB00214,1
DB00695,DB00244,-1
DB00695,DB00273,1
DB00695,DB00275,1
DB00695,DB00284,-1
DB00695,DB00310,1
DB00695,DB00324,1
DB00695,DB00327,1
DB00695,DB00331,-1
DB00695,DB00364,-1
DB00695,DB00368,1
DB00695,DB00375,-1
DB00695,DB00381,1
DB00695,DB00384,1
DB00695,DB00391,1
DB00695,DB00393,1
DB00695,DB00394,1
DB00695,DB00401,1
DB00695,DB00419,-1
DB00695,DB00421,1
DB00695,DB00436,1
DB00695,DB00445,1
DB00695,DB00454,1
DB00695,DB00461,-1
DB00695,DB00465,-1
DB00695,DB00479,1
DB00695,DB00489,1
DB00695,DB00491,-1
DB00695,DB00492,1
DB00695,DB00497,1
DB00695,DB00519,1
DB00695,DB00521,1
DB00695,DB00524,1
DB00695,DB00529,1
DB00695,DB00542,1
DB00695,DB00547,1
DB00695,DB00565,-1
DB00695,DB00590,1
DB00695,DB00591,1
DB00695,DB00599,1
DB00695,DB00605,-1
DB00695,DB00611,1
DB00695,DB00612,1
DB00695,DB00633,1
DB00695,DB00647,1
DB00695,DB00652,1
DB00695,DB00668,1
DB00695,DB00672,-1
DB00695,DB00684,1
DB00695,DB00697,1
DB00695,DB00700,1
DB00695,DB00708,1
DB00695,DB00712,-1
DB00695,DB00727,1
DB00695,DB00731,-1
DB00695,DB00732,-1
DB00695,DB00742,1
DB00695,DB00744,-1
DB00695,DB00749,-1
DB00695,DB00784,-1
DB00695,DB00796,1
DB00695,DB00798,1
DB00695,DB00802,1
DB00695,DB00808,1
DB00695,DB00816,1
DB00695,DB00819,1
DB00695,DB00841,1
DB00695,DB00844,1
DB00695,DB00871,1
DB00695,DB00880,1
DB00695,DB00883,1
DB00695,DB00887,1
DB00695,DB00921,1
DB00695,DB00938,1
DB00695,DB00960,1
DB00695,DB00966,1
DB00695,DB00968,1
DB00695,DB00983,1
DB00695,DB00991,-1
DB00695,DB00999,1
DB00695,DB01001,1
DB00695,DB01013,1
DB00695,DB01014,-1
DB00695,DB01016,-1
DB00695,DB01018,1
DB00695,DB01020,1
DB00695,DB01024,-1
DB00695,DB01029,1
DB00695,DB01032,1
DB00695,DB01047,1
DB00695,DB01067,-1
DB00695,DB01081,1
DB00695,DB01082,1
DB00695,DB01120,-1
DB00695,DB01132,-1
DB00695,DB01162,1
DB00695,DB01172,1
DB00695,DB01177,1
DB00695,DB01192,1
DB00695,DB01193,1
DB00695,DB01203,1
DB00695,DB01210,1
DB00695,DB01224,1
DB00695,DB01235,1
DB00695,DB01238,1
DB00695,DB01250,-1
DB00695,DB01251,-1
DB00695,DB01252,-1
DB00695,DB01274,1
DB00695,DB01275,1
DB00695,DB01288,1
DB00695,DB01291,1
DB00695,DB01337,-1
DB00695,DB01366,1
DB00695,DB01380,1
DB00695,DB01396,1
DB00695,DB01399,-1
DB00695,DB01407,1
DB00695,DB01410,1
DB00695,DB01452,1
DB00695,DB01551,1
DB00695,DB01563,1
DB00695,DB01600,-1
DB00695,DB04743,-1
DB00695,DB04861,1
DB00695,DB04876,-1
DB00695,DB04878,-1
DB00695,DB06262,1
DB00695,DB06781,1
DB00695,DB06802,-1
DB00695,DB07615,-1
DB00697,DB00177,1
DB00697,DB00178,1
DB00697,DB00181,1
DB00697,DB00186,1
DB00697,DB00204,1
DB00697,DB00214,1
DB00697,DB00218,1
DB00697,DB00230,1
DB00697,DB00231,1
DB00697,DB00241,1
DB00697,DB00261,1
DB00697,DB00273,1
DB00697,DB00275,1
DB00697,DB00277,1
DB00697,DB00292,1
DB00697,DB00296,1
DB00697,DB00297,1
DB00697,DB00300,1
DB00697,DB00310,1
DB00697,DB00313,1
DB00697,DB00323,1
DB00697,DB00327,1
DB00697,DB00341,1
DB00697,DB00350,1
DB00697,DB00356,1
DB00697,DB00358,-1
DB00697,DB00363,1
DB00697,DB00366,1
DB00697,DB00371,1
DB00697,DB00373,1
DB00697,DB00379,1
DB00697,DB00381,1
DB00697,DB00384,1
DB00697,DB00391,1
DB00697,DB00393,1
DB00697,DB00395,1
DB00697,DB00401,1
DB00697,DB00402,1
DB00697,DB00408,1
DB00697,DB00413,1
DB00697,DB00421,1
DB00697,DB00423,1
DB00697,DB00425,1
DB00697,DB00427,1
DB00697,DB00433,1
DB00697,DB00434,1
DB00697,DB00436,1
DB00697,DB00450,1
DB00697,DB00454,1
DB00697,DB00455,1
DB00697,DB00470,1
DB00697,DB00475,1
DB00697,DB00489,1
DB00697,DB00490,1
DB00697,DB00492,1
DB00697,DB00494,1
DB00697,DB00497,1
DB00697,DB00519,1
DB00697,DB00521,1
DB00697,DB00524,1
DB00697,DB00539,1
DB00697,DB00542,1
DB00697,DB00543,1
DB00697,DB00555,1
DB00697,DB00556,1
DB00697,DB00557,1
DB00697,DB00575,1
DB00697,DB00590,1
DB00697,DB00593,1
DB00697,DB00599,1
DB00697,DB00604,1
DB00697,DB00611,1
DB00697,DB00612,1
DB00697,DB00623,1
DB00697,DB00628,1
DB00697,DB00633,1
DB00697,DB00647,1
DB00697,DB00652,1
DB00697,DB00656,1
DB00697,DB00660,1
DB00697,DB00674,1
DB00697,DB00679,1
DB00697,DB00690,1
DB00697,DB00695,1
DB00697,DB00700,1
DB00697,DB00708,1
DB00697,DB00727,1
DB00697,DB00737,1
DB00697,DB00738,1
DB00697,DB00742,1
DB00697,DB00747,1
DB00697,DB00753,1
DB00697,DB00757,1
DB00697,DB00796,1
DB00697,DB00802,1
DB00697,DB00808,1
DB00697,DB00813,1
DB00697,DB00818,1
DB00697,DB00819,1
DB00697,DB00829,1
DB00697,DB00831,1
DB00697,DB00842,1
DB00697,DB00843,1
DB00697,DB00844,1
DB00697,DB00850,1
DB00697,DB00880,1
DB00697,DB00883,1
DB00697,DB00887,1
DB00697,DB00889,1
DB00697,DB00906,1
DB00697,DB00909,1
DB00697,DB00921,1
DB00697,DB00934,1
DB00697,DB00949,1
DB00697,DB00960,1
DB00697,DB00961,1
DB00697,DB00962,1
DB00697,DB00966,1
DB00697,DB00967,1
DB00697,DB00968,1
DB00697,DB00980,1
DB00697,DB00985,1
DB00697,DB00989,1
DB00697,DB00996,1
DB00697,DB00999,1
DB00697,DB01002,1
DB00697,DB01018,1
DB00697,DB01020,1
DB00697,DB01029,1
DB00697,DB01041,1
DB00697,DB01065,1
DB00697,DB01068,1
DB00697,DB01069,1
DB00697,DB01080,1
DB00697,DB01081,1
DB00697,DB01083,-1
DB00697,DB01100,1
DB00697,DB01106,1
DB00697,DB01114,1
DB00697,DB01155,1
DB00697,DB01162,1
DB00697,DB01165,1
DB00697,DB01173,1
DB00697,DB01175,1
DB00697,DB01176,1
DB00697,DB01182,1
DB00697,DB01184,1
DB00697,DB01189,1
DB00697,DB01192,1
DB00697,DB01193,1
DB00697,DB01195,1
DB00697,DB01198,1
DB00697,DB01202,1
DB00697,DB01203,1
DB00697,DB01210,1
DB00697,DB01215,1
DB00697,DB01219,1
DB00697,DB01221,1
DB00697,DB01224,1
DB00697,DB01235,1
DB00697,DB01236,1
DB00697,DB01238,1
DB00697,DB01239,1
DB00697,DB01267,1
DB00697,DB01275,1
DB00697,DB01440,1
DB00697,DB01452,1
DB00697,DB01544,1
DB00697,DB01545,1
DB00697,DB01551,1
DB00697,DB01558,1
DB00697,DB01563,1
DB00697,DB01588,1
DB00697,DB01589,1
DB00697,DB01595,1
DB00697,DB01623,1
DB00697,DB02665,1
DB00697,DB04844,1
DB00697,DB04861,1
DB00697,DB05271,1
DB00697,DB06148,-1
DB00697,DB06288,1
DB00697,DB06700,-1
DB00698,DB00421,1
DB00698,DB00435,1
DB00698,DB00700,1
DB00698,DB01032,1
DB00698,DB01059,-1
DB00699,DB00363,-1
DB00699,DB00679,-1
DB00699,DB01156,-1
DB00700,DB00177,1
DB00700,DB00178,1
DB00700,DB00210,-1
DB00700,DB00214,1
DB00700,DB00244,-1
DB00700,DB00275,1
DB00700,DB00310,1
DB00700,DB00327,1
DB00700,DB00350,1
DB00700,DB00373,1
DB00700,DB00381,1
DB00700,DB00384,1
DB00700,DB00393,1
DB00700,DB00401,1
DB00700,DB00421,1
DB00700,DB00436,1
DB00700,DB00454,1
DB00700,DB00461,-1
DB00700,DB00465,-1
DB00700,DB00489,1
DB00700,DB00492,1
DB00700,DB00497,1
DB00700,DB00519,1
DB00700,DB00521,1
DB00700,DB00524,1
DB00700,DB00533,-1
DB00700,DB00542,1
DB00700,DB00575,1
DB00700,DB00580,-1
DB00700,DB00590,1
DB00700,DB00599,1
DB00700,DB00605,-1
DB00700,DB00607,-1
DB00700,DB00611,1
DB00700,DB00612,1
DB00700,DB00633,1
DB00700,DB00647,1
DB00700,DB00648,-1
DB00700,DB00652,1
DB00700,DB00695,1
DB00700,DB00697,1
DB00700,DB00698,1
DB00700,DB00708,1
DB00700,DB00712,-1
DB00700,DB00727,1
DB00700,DB00742,1
DB00700,DB00744,-1
DB00700,DB00745,-1
DB00700,DB00749,-1
DB00700,DB00784,-1
DB00700,DB00795,-1
DB00700,DB00796,1
DB00700,DB00802,1
DB00700,DB00808,1
DB00700,DB00813,1
DB00700,DB00819,1
DB00700,DB00844,1
DB00700,DB00861,-1
DB00700,DB00880,1
DB00700,DB00883,1
DB00700,DB00887,1
DB00700,DB00921,1
DB00700,DB00960,1
DB00700,DB00966,1
DB00700,DB00968,1
DB00700,DB00991,-1
DB00700,DB00999,1
DB00700,DB01009,-1
DB00700,DB01014,-1
DB00700,DB01018,1
DB00700,DB01020,1
DB00700,DB01024,-1
DB00700,DB01029,1
DB00700,DB01081,1
DB00700,DB01162,1
DB00700,DB01192,1
DB00700,DB01193,1
DB00700,DB01203,1
DB00700,DB01210,1
DB00700,DB01224,1
DB00700,DB01235,1
DB00700,DB01238,1
DB00700,DB01250,-1
DB00700,DB01275,1
DB00700,DB01396,-1
DB00700,DB01399,-1
DB00700,DB01452,1
DB00700,DB01551,1
DB00700,DB01600,-1
DB00700,DB01628,-1
DB00700,DB02703,1
DB00700,DB04743,-1
DB00700,DB04817,-1
DB00700,DB04861,1
DB00700,DB06802,-1
DB00700,DB07615,-1
DB00704,DB00216,1
DB00704,DB00255,1
DB00704,DB00327,-1
DB00704,DB00363,1
DB00704,DB00454,-1
DB00704,DB00497,-1
DB00704,DB00523,1
DB00704,DB00530,1
DB00704,DB00539,1
DB00704,DB00555,1
DB00704,DB00611,-1
DB00704,DB00647,-1
DB00704,DB00652,-1
DB00704,DB00708,-1
DB00704,DB00709,1
DB00704,DB00742,1
DB00704,DB00751,1
DB00704,DB00758,1
DB00704,DB00783,1
DB00704,DB00802,-1
DB00704,DB00844,-1
DB00704,DB00882,1
DB00704,DB00921,-1
DB00704,DB00973,1
DB00704,DB00977,1
DB00704,DB01030,1
DB00704,DB01081,-1
DB00704,DB01183,1
DB00704,DB01184,1
DB00704,DB01192,-1
DB00704,DB01193,1
DB00704,DB01202,1
DB00704,DB01203,1
DB00704,DB01224,1
DB00704,DB01394,1
DB00704,DB01396,1
DB00704,DB01452,-1
DB00704,DB01551,-1
DB00704,DB01590,1
DB00708,DB00181,1
DB00708,DB00182,1
DB00708,DB00186,1
DB00708,DB00191,1
DB00708,DB00202,1
DB00708,DB00209,1
DB00708,DB00214,1
DB00708,DB00230,1
DB00708,DB00231,1
DB00708,DB00241,1
DB00708,DB00245,1
DB00708,DB00273,1
DB00708,DB00292,1
DB00708,DB00296,1
DB00708,DB00297,1
DB00708,DB00310,1
DB00708,DB00313,1
DB00708,DB00323,1
DB00708,DB00327,1
DB00708,DB00332,1
DB00708,DB00341,1
DB00708,DB00356,1
DB00708,DB00363,1
DB00708,DB00366,1
DB00708,DB00371,1
DB00708,DB00373,1
DB00708,DB00376,1
DB00708,DB00384,1
DB00708,DB00387,1
DB00708,DB00391,1
DB00708,DB00395,1
DB00708,DB00402,1
DB00708,DB00408,1
DB00708,DB00413,1
DB00708,DB00421,1
DB00708,DB00423,1
DB00708,DB00424,1
DB00708,DB00425,1
DB00708,DB00427,1
DB00708,DB00433,1
DB00708,DB00434,1
DB00708,DB00436,1
DB00708,DB00450,1
DB00708,DB00454,1
DB00708,DB00455,1
DB00708,DB00470,1
DB00708,DB00475,1
DB00708,DB00489,1
DB00708,DB00490,1
DB00708,DB00494,1
DB00708,DB00497,1
DB00708,DB00521,1
DB00708,DB00524,1
DB00708,DB00543,1
DB00708,DB00555,1
DB00708,DB00557,1
DB00708,DB00572,1
DB00708,DB00575,1
DB00708,DB00593,1
DB00708,DB00599,1
DB00708,DB00607,-1
DB00708,DB00611,-1
DB00708,DB00612,1
DB00708,DB00623,1
DB00708,DB00628,1
DB00708,DB00633,1
DB00708,DB00647,1
DB00708,DB00648,-1
DB00708,DB00652,-1
DB00708,DB00656,1
DB00708,DB00660,1
DB00708,DB00670,1
DB00708,DB00674,1
DB00708,DB00679,1
DB00708,DB00690,1
DB00708,DB00695,1
DB00708,DB00697,1
DB00708,DB00700,1
DB00708,DB00704,-1
DB00708,DB00732,1
DB00708,DB00737,1
DB00708,DB00742,1
DB00708,DB00745,-1
DB00708,DB00747,1
DB00708,DB00753,1
DB00708,DB00802,1
DB00708,DB00804,1
DB00708,DB00808,1
DB00708,DB00809,1
DB00708,DB00810,1
DB00708,DB00813,1
DB00708,DB00818,1
DB00708,DB00819,1
DB00708,DB00829,1
DB00708,DB00831,1
DB00708,DB00842,1
DB00708,DB00843,1
DB00708,DB00844,-1
DB00708,DB00850,1
DB00708,DB00880,1
DB00708,DB00887,1
DB00708,DB00906,1
DB00708,DB00909,1
DB00708,DB00921,1
DB00708,DB00934,1
DB00708,DB00949,1
DB00708,DB00960,1
DB00708,DB00961,1
DB00708,DB00962,1
DB00708,DB00967,1
DB00708,DB00968,1
DB00708,DB00979,1
DB00708,DB00980,1
DB00708,DB00985,1
DB00708,DB00986,1
DB00708,DB00989,1
DB00708,DB00996,1
DB00708,DB00999,1
DB00708,DB01002,1
DB00708,DB01018,1
DB00708,DB01021,1
DB00708,DB01036,1
DB00708,DB01041,1
DB00708,DB01062,1
DB00708,DB01065,1
DB00708,DB01068,1
DB00708,DB01069,1
DB00708,DB01080,1
DB00708,DB01081,1
DB00708,DB01100,1
DB00708,DB01106,1
DB00708,DB01114,1
DB00708,DB01173,1
DB00708,DB01175,1
DB00708,DB01176,1
DB00708,DB01182,1
DB00708,DB01189,1
DB00708,DB01192,1
DB00708,DB01193,1
DB00708,DB01198,1
DB00708,DB01202,1
DB00708,DB01203,1
DB00708,DB01210,1
DB00708,DB01215,1
DB00708,DB01219,1
DB00708,DB01221,1
DB00708,DB01224,1
DB00708,DB01235,1
DB00708,DB01236,1
DB00708,DB01238,1
DB00708,DB01239,1
DB00708,DB01267,1
DB00708,DB01337,1
DB00708,DB01440,1
DB00708,DB01452,1
DB00708,DB01454,1
DB00708,DB01544,1
DB00708,DB01545,1
DB00708,DB01551,1
DB00708,DB01558,1
DB00708,DB01563,1
DB00708,DB01576,1
DB00708,DB01577,1
DB00708,DB01588,1
DB00708,DB01589,1
DB00708,DB01595,1
DB00708,DB01623,1
DB00708,DB02665,1
DB00708,DB02703,1
DB00708,DB02925,1
DB00708,DB04844,1
DB00708,DB04861,1
DB00708,DB05271,1
DB00708,DB06288,1
DB00708,DB06700,1
DB00709,DB00213,1
DB00709,DB00234,1
DB00709,DB00279,-1
DB00709,DB00305,1
DB00709,DB00338,1
DB00709,DB00351,1
DB00709,DB00358,1
DB00709,DB00361,1
DB00709,DB00371,1
DB00709,DB00381,1
DB00709,DB00401,1
DB00709,DB00421,1
DB00709,DB00451,-1
DB00709,DB00455,1
DB00709,DB00470,1
DB00709,DB00490,1
DB00709,DB00514,1
DB00709,DB00518,1
DB00709,DB00531,1
DB00709,DB00590,1
DB00709,DB00623,1
DB00709,DB00624,1
DB00709,DB00643,1
DB00709,DB00656,-1
DB00709,DB00669,1
DB00709,DB00672,1
DB00709,DB00690,1
DB00709,DB00704,1
DB00709,DB00717,-1
DB00709,DB00747,1
DB00709,DB00796,1
DB00709,DB00802,1
DB00709,DB00810,1
DB00709,DB00811,1
DB00709,DB00813,1
DB00709,DB00831,1
DB00709,DB00879,1
DB00709,DB00915,1
DB00709,DB00921,1
DB00709,DB00934,1
DB00709,DB00966,1
DB00709,DB00967,1
DB00709,DB01016,1
DB00709,DB01032,1
DB00709,DB01037,1
DB00709,DB01054,1
DB00709,DB01069,1
DB00709,DB01100,1
DB00709,DB01156,1
DB00709,DB01162,1
DB00709,DB01182,1
DB00709,DB01196,1
DB00709,DB01221,1
DB00709,DB01239,1
DB00709,DB01244,1
DB00709,DB01259,1
DB00709,DB01394,1
DB00709,DB01400,1
DB00709,DB01595,1
DB00709,DB04540,1
DB00710,DB00204,1
DB00710,DB00210,1
DB00710,DB00213,-1
DB00710,DB00218,1
DB00710,DB00244,1
DB00710,DB00261,1
DB00710,DB00338,-1
DB00710,DB00363,1
DB00710,DB00445,1
DB00710,DB00450,1
DB00710,DB00461,1
DB00710,DB00465,1
DB00710,DB00479,1
DB00710,DB00489,1
DB00710,DB00539,1
DB00710,DB00556,1
DB00710,DB00604,1
DB00710,DB00605,1
DB00710,DB00679,1
DB00710,DB00684,1
DB00710,DB00712,1
DB00710,DB00736,-1
DB00710,DB00738,1
DB00710,DB00744,1
DB00710,DB00749,1
DB00710,DB00757,1
DB00710,DB00784,1
DB00710,DB00798,1
DB00710,DB00889,1
DB00710,DB00991,1
DB00710,DB01014,1
DB00710,DB01024,1
DB00710,DB01082,1
DB00710,DB01100,1
DB00710,DB01129,-1
DB00710,DB01155,1
DB00710,DB01165,1
DB00710,DB01172,1
DB00710,DB01175,1
DB00710,DB01177,1
DB00710,DB01182,1
DB00710,DB01184,1
DB00710,DB01195,1
DB00710,DB01224,1
DB00710,DB01250,1
DB00710,DB01267,1
DB00710,DB01377,-1
DB00710,DB01399,1
DB00710,DB01600,1
DB00710,DB04743,1
DB00710,DB04844,1
DB00710,DB06802,1
DB00710,DB07615,1
DB00712,DB00158,-1
DB00712,DB00177,-1
DB00712,DB00178,1
DB00712,DB00180,1
DB00712,DB00210,1
DB00712,DB00214,-1
DB00712,DB00218,1
DB00712,DB00244,1
DB00712,DB00275,1
DB00712,DB00278,1
DB00712,DB00300,1
DB00712,DB00310,-1
DB00712,DB00313,-1
DB00712,DB00324,1
DB00712,DB00338,-1
DB00712,DB00373,-1
DB00712,DB00374,1
DB00712,DB00375,-1
DB00712,DB00384,-1
DB00712,DB00394,1
DB00712,DB00399,1
DB00712,DB00421,-1
DB00712,DB00436,-1
DB00712,DB00445,-1
DB00712,DB00461,1
DB00712,DB00465,1
DB00712,DB00479,-1
DB00712,DB00489,-1
DB00712,DB00492,1
DB00712,DB00512,1
DB00712,DB00519,1
DB00712,DB00521,-1
DB00712,DB00524,-1
DB00712,DB00533,1
DB00712,DB00542,1
DB00712,DB00547,1
DB00712,DB00549,-1
DB00712,DB00580,1
DB00712,DB00591,1
DB00712,DB00605,1
DB00712,DB00612,-1
DB00712,DB00630,1
DB00712,DB00684,-1
DB00712,DB00687,1
DB00712,DB00695,-1
DB00712,DB00700,-1
DB00712,DB00710,1
DB00712,DB00720,1
DB00712,DB00744,1
DB00712,DB00749,1
DB00712,DB00770,-1
DB00712,DB00784,1
DB00712,DB00795,1
DB00712,DB00796,1
DB00712,DB00798,-1
DB00712,DB00808,-1
DB00712,DB00861,1
DB00712,DB00880,-1
DB00712,DB00884,1
DB00712,DB00887,-1
DB00712,DB00917,-1
DB00712,DB00960,-1
DB00712,DB00966,1
DB00712,DB00991,1
DB00712,DB00999,-1
DB00712,DB01009,1
DB00712,DB01013,1
DB00712,DB01014,1
DB00712,DB01021,-1
DB00712,DB01024,1
DB00712,DB01029,-1
DB00712,DB01032,1
DB00712,DB01044,1
DB00712,DB01046,-1
DB00712,DB01047,1
DB00712,DB01059,1
DB00712,DB01077,1
DB00712,DB01082,-1
DB00712,DB01095,-1
DB00712,DB01155,1
DB00712,DB01165,1
DB00712,DB01172,-1
DB00712,DB01177,-1
DB00712,DB01193,-1
DB00712,DB01203,-1
DB00712,DB01210,-1
DB00712,DB01240,-1
DB00712,DB01250,1
DB00712,DB01275,-1
DB00712,DB01380,1
DB00712,DB01399,1
DB00712,DB01410,1
DB00712,DB01600,1
DB00712,DB01628,1
DB00712,DB01708,1
DB00712,DB02925,-1
DB00712,DB04743,1
DB00712,DB04817,1
DB00712,DB06781,1
DB00712,DB06802,1
DB00712,DB07615,1
DB00713,DB00445,-1
DB00713,DB00479,-1
DB00713,DB00684,-1
DB00713,DB00798,-1
DB00713,DB01024,-1
DB00713,DB01032,1
DB00713,DB01082,-1
DB00713,DB01172,-1
DB00713,DB01177,-1
DB00714,DB00204,1
DB00714,DB00218,1
DB00714,DB00248,1
DB00714,DB00261,1
DB00714,DB00363,1
DB00714,DB00373,1
DB00714,DB00377,1
DB00714,DB00450,1
DB00714,DB00489,1
DB00714,DB00521,1
DB00714,DB00539,1
DB00714,DB00556,1
DB00714,DB00604,1
DB00714,DB00612,1
DB00714,DB00679,1
DB00714,DB00738,1
DB00714,DB00757,1
DB00714,DB00780,-1
DB00714,DB00889,1
DB00714,DB00960,1
DB00714,DB01037,-1
DB00714,DB01100,1
DB00714,DB01155,1
DB00714,DB01165,1
DB00714,DB01171,-1
DB00714,DB01175,1
DB00714,DB01182,1
DB00714,DB01184,1
DB00714,DB01193,1
DB00714,DB01195,1
DB00714,DB01203,1
DB00714,DB01224,1
DB00714,DB01267,1
DB00714,DB01367,-1
DB00714,DB02665,-1
DB00714,DB04844,1
DB00714,DB06148,-1
DB00714,DB06262,1
DB00714,DB06700,-1
DB00717,DB00197,-1
DB00717,DB00216,-1
DB00717,DB00255,-1
DB00717,DB00278,-1
DB00717,DB00284,-1
DB00717,DB00331,-1
DB00717,DB00363,-1
DB00717,DB00373,-1
DB00717,DB00419,-1
DB00717,DB00439,-1
DB00717,DB00491,-1
DB00717,DB00523,-1
DB00717,DB00530,-1
DB00717,DB00539,-1
DB00717,DB00555,-1
DB00717,DB00575,-1
DB00717,DB00607,-1
DB00717,DB00648,-1
DB00717,DB00672,-1
DB00717,DB00709,-1
DB00717,DB00731,-1
DB00717,DB00742,-1
DB00717,DB00745,-1
DB00717,DB00751,-1
DB00717,DB00758,-1
DB00717,DB00783,-1
DB00717,DB00829,-1
DB00717,DB00882,-1
DB00717,DB00973,-1
DB00717,DB00977,-1
DB00717,DB01016,-1
DB00717,DB01030,-1
DB00717,DB01067,-1
DB00717,DB01120,-1
DB00717,DB01132,-1
DB00717,DB01183,-1
DB00717,DB01184,-1
DB00717,DB01193,-1
DB00717,DB01202,-1
DB00717,DB01203,-1
DB00717,DB01224,-1
DB00717,DB01251,-1
DB00717,DB01252,-1
DB00717,DB01261,-1
DB00717,DB01394,-1
DB00717,DB01396,-1
DB00717,DB02703,1
DB00717,DB04876,-1
DB00717,DB04878,-1
DB00718,DB00300,-1
DB00720,DB00210,1
DB00720,DB00213,-1
DB00720,DB00244,1
DB00720,DB00338,-1
DB00720,DB00445,1
DB00720,DB00461,1
DB00720,DB00465,1
DB00720,DB00479,1
DB00720,DB00533,1
DB00720,DB00580,1
DB00720,DB00605,1
DB00720,DB00684,1
DB00720,DB00712,1
DB00720,DB00736,-1
DB00720,DB00744,1
DB00720,DB00749,1
DB00720,DB00784,1
DB00720,DB00795,1
DB00720,DB00798,1
DB00720,DB00861,1
DB00720,DB00991,1
DB00720,DB01009,1
DB00720,DB01014,1
DB00720,DB01024,1
DB00720,DB01082,1
DB00720,DB01129,-1
DB00720,DB01172,1
DB00720,DB01177,1
DB00720,DB01196,1
DB00720,DB01250,1
DB00720,DB01377,-1
DB00720,DB01399,1
DB00720,DB01600,1
DB00720,DB01628,1
DB00720,DB04743,1
DB00720,DB04817,1
DB00720,DB06802,1
DB00720,DB07615,1
DB00724,DB00277,-1
DB00724,DB00300,-1
DB00724,DB00379,-1
DB00724,DB00531,1
DB00724,DB00607,-1
DB00724,DB00648,-1
DB00724,DB00745,-1
DB00724,DB01396,-1
DB00724,DB02703,1
DB00727,DB00177,1
DB00727,DB00178,1
DB00727,DB00214,1
DB00727,DB00248,-1
DB00727,DB00275,1
DB00727,DB00310,1
DB00727,DB00346,1
DB00727,DB00350,1
DB00727,DB00373,1
DB00727,DB00381,1
DB00727,DB00384,1
DB00727,DB00393,1
DB00727,DB00401,1
DB00727,DB00421,1
DB00727,DB00435,1
DB00727,DB00436,1
DB00727,DB00489,1
DB00727,DB00492,1
DB00727,DB00519,1
DB00727,DB00521,1
DB00727,DB00524,1
DB00727,DB00542,1
DB00727,DB00575,1
DB00727,DB00590,1
DB00727,DB00599,1
DB00727,DB00612,1
DB00727,DB00633,1
DB00727,DB00695,1
DB00727,DB00697,1
DB00727,DB00700,1
DB00727,DB00742,1
DB00727,DB00796,1
DB00727,DB00808,1
DB00727,DB00819,1
DB00727,DB00820,1
DB00727,DB00862,1
DB00727,DB00880,1
DB00727,DB00883,1
DB00727,DB00887,1
DB00727,DB00960,1
DB00727,DB00966,1
DB00727,DB00968,1
DB00727,DB00999,1
DB00727,DB01018,1
DB00727,DB01020,1
DB00727,DB01029,1
DB00727,DB01162,1
DB00727,DB01193,1
DB00727,DB01203,1
DB00727,DB01210,1
DB00727,DB01224,1
DB00727,DB01235,1
DB00727,DB01238,1
DB00727,DB01275,1
DB00727,DB04861,1
DB00731,DB00177,-1
DB00731,DB00197,1
DB00731,DB00214,-1
DB00731,DB00218,1
DB00731,DB00244,1
DB00731,DB00284,1
DB00731,DB00294,-1
DB00731,DB00304,-1
DB00731,DB00310,-1
DB00731,DB00313,-1
DB00731,DB00331,1
